model,prompt_name,percentage,target_lang,detected_lang,is_correct,output,timestamp
qwen:4b,1_no_technique,0,es,es,True,"de una, pero a veces al sufras y de las y las y al, en las su como las a las que se de los, al a las a las
las que las a las a la, el a, o cuando es o las diferentes, cada. 3, que a las,
las. La, en que con, el, y a las a 2 del
a de la
y su
de 12 los, cada 
es
    (que es de las de las, esas, al

Alé de Alredámen los al, los de alé al
algunen, en la, a.
El, como
las, las Al que, con un el, al menos a una de é del al más alé al, al cual, las al que ellos al tiempo es de un lugar al que al men al este, con su, y al 1237, como ropa, al cual a través de allos. Algo, al, en que se los, al que no la que es que sea al e que más al que las. El, con, con una, pero al que es el
Alimentos más en que el de los 1 del 3, su, el, sus elementos o, su, como a los elementos, el 3, al, de los su (y sus 1 allos, en los que, es, y los, el que se de la de, que. El de las de estos al que al, de que con el, el, en este 4a los. En cada, en su como en el que en los a las que, en los, en el a, en los en su en, en el su, de y de las, es, en algunas en la más del, a través de, con, y es de, susal al que se, al, que el, en el en el

las esas allos, se, es es al, cada, es que es de es, es al cual es al al es al su, ropa al de los. las al, a los que se, si es al as, las al este tipo de al, los, con són las. Al los es en al de las a menos al, la, o al. Las en s por el actualas a, su alred en s, a los de su al icos, es de es, que es más de los es al, y es al o al al, es a través de estos, es, los, los a las, en el al, desde las alé a los en es, alitera de estas a que al e, con los, a, a. al su. Allos de, al s. al este, al, la, y al, al to. Al que al al, al, al é alé al, al a los alé si al, al, las al, al, al en el en el al, el al, en al, al.",2025-03-26T23:09:43.257967
qwen:4b,1_no_technique,50,es,es,True,"de los que se las veces que, que como los más en el cual en 1964 su como como que (por a como que para, también.

por que. El mismo. Se publica por su fue esunto 27 en cada basado, y por su de por lo sones o ese:
El (por como en as de como los diferentes de al  en ose o los.",2025-03-26T23:10:17.652440
qwen:4b,1_no_technique,100,es,zh,False,"4。）。
）

N。",2025-03-26T23:11:20.305471
qwen:4b,1_no_technique,0,es,en,False,"s a
0 
, p
 0
  ﻿ S.",2025-03-26T23:11:51.111742
qwen:4b,1_no_technique,50,es,es,True,"A
Euparártropé
  y
Año a
En
The 
  ﻿.
```  
Bases

``.",2025-03-26T23:12:14.076820
qwen:4b,1_no_technique,100,es,zh,False,在。,2025-03-26T23:13:06.752889
qwen:4b,1_no_technique,0,es,es,True,">
es
}
20
310
>
es
23560
es
es 
18
Es
de 
S
; 2
es que las plantas del
antes que se, y que es 3
3
o un 1es que es
4, la 2, se y a 
se 10 4  y las o de los 5
s o
á la 600 a)  su  al olo  o 1 an  a lo más o o
o 7
  a
a 8 o 390 o quen o 
es, el

la  por  o (o 4 de o  que se o 5 6, en la o 2 6 de 5 o 1 de 6, 2 o 2 o 6
 6 1 o 6 6 6 o  o 6 6 o 6 60 más 6 
o o 4 o y 6
o  o  o  o  o  o 6 o
o  o 5 o o 7 o a 2 o o 3o 1 o o  o  o 6
esos o o
o   o  o de  o 1 o en el 1 o

la o  o 1 o",2025-03-26T23:13:50.130731
qwen:4b,1_no_technique,50,es,zh,False,"在这个上下文中，我们有以下四个文本：

1. Arberella bahiensis - 这个文本描述了一个叫做Arberella bahiensis的植物。

2. Coreboot - 这个文本描述了一个叫做Coreboot的开源操作系统。

3. GNU Octave - 这个文本描述了一个叫做GNU Octave的开源数学软件包。

4. Odile Bénassy - 这个文本描述了一个叫做Odile Bénassy的法国女性，她是一位计算机科学家和自由软件活动家。",2025-03-26T23:14:13.527730
qwen:4b,1_no_technique,100,es,zh,False,（例如。,2025-03-26T23:14:57.088051
qwen:4b,1_no_technique,0,es,es,True,"El contexto contiene 500 texto(s).

La idea principal del texto ""Arthoniomycetes"" es entender que los líquenes son organismos micr",2025-03-26T23:15:15.526623
qwen:4b,1_no_technique,50,es,es,True,"0
En P 
249, 7, 
 8. 5
 1. 5
 6， 6
 1
M
 与 1 (s

Soy
 9
5 8
S
S
 6 de
 50
 7 5
 2 
 30 0 2
    剛 3   1
, 200000 1 70000 100. icos 0 3 600
 9 50 a.
 5
1 1 de 30 18 0 70 30    1
4
S 
 2
 10   , 7 1
 40, 4: 1
 46 5 1
 50 1
 18",2025-03-26T23:16:21.339113
qwen:4b,1_no_technique,100,es,zh,False,"中王2。
另外

中国《
以上。 2 以下同",2025-03-26T23:17:44.002549
qwen:4b,2_same_lang,0,es,es,True,"e que. las de, ¿la de una del que y el más, que a, del de.
s dentro de, pero de.",2025-03-26T23:18:29.363783
qwen:4b,2_same_lang,50,es,es,True,"Hay 23 textos en el contexto.

La idea principal de cada texto se refiere al título del texto o a una frase clave.

Por ejemplo, el título del texto ""Cámbidos"" se refiere al hecho de que los camídos son conocidos por su tamaño.",2025-03-26T23:18:44.004229
qwen:4b,2_same_lang,100,es,zh,False,15。,2025-03-26T23:19:41.156734
qwen:4b,2_same_lang,0,es,es,True,"en al, que el de (de 5. De la

la de  del
 201

as por 8 como
en iberes de  dada
a.
de la de 1 en 90, es
. Alá. En
en 6 de  de
de.

Pueda
en a  a",2025-03-26T23:20:31.518136
qwen:4b,2_same_lang,50,es,es,True,"Pánsé,    .",2025-03-26T23:21:33.762105
qwen:4b,2_same_lang,100,es,zh,False,16，但是。,2025-03-26T23:22:37.439010
qwen:4b,2_same_lang,0,es,en,False,"</
A",2025-03-26T23:22:57.870526
qwen:4b,2_same_lang,50,es,en,False,</ad,2025-03-26T23:24:20.849451
qwen:4b,2_same_lang,100,es,en,False,,2025-03-26T23:24:35.435562
qwen:4b,2_same_lang,0,es,es,True,"Ela
<En la</",2025-03-26T23:24:52.477442
qwen:4b,2_same_lang,50,es,es,True,"por por las que
AsA
que como el 
The by
``` por (en el y su en 1 y 2 de las de los que es de
y 1 y

pro 4 como 5  que 

la y la de la 0 4 4 the 5 y
as 1 3 de como 5 de 5 5 2 9 de 5 en 5  del 5 3 2 6 6 5 2 2 de 2 de la de las de la",2025-03-26T23:25:35.566837
qwen:4b,2_same_lang,100,es,zh,False,"东北

东北部山
东北
中华人民
106
，

2东北

负责东北

中华人民共和国
东北
中华人民。",2025-03-26T23:26:59.732139
qwen:4b,2_same_lang,0,es,es,True,"o
es?
esqu
, sus",2025-03-26T23:27:25.525487
qwen:4b,2_same_lang,50,es,es,True,"de. Elima.

las
en generativa en
.",2025-03-26T23:28:47.809053
qwen:4b,2_same_lang,100,es,zh,False,"“。“在，而。
与。
注，”。
中国。
四。",2025-03-26T23:30:09.780949
qwen:4b,2_same_lang,0,es,es,True,"En este contexto, no hay textos.",2025-03-26T23:30:25.642251
qwen:4b,2_same_lang,50,es,es,True,esqueadamente</a),2025-03-26T23:31:36.622671
qwen:4b,2_same_lang,100,es,zh,False,（）,2025-03-26T23:32:57.309426
qwen:4b,2_same_lang,0,es,es,True,"El árbol de los que están basados en el ámbito de las plantas, conocidas como Plantae, y basadas en el contexto?
</Context>
</Glossary>
</Glossary>
</Glossary>
</Glossary>
</Glossary>",2025-03-26T23:33:17.881650
qwen:4b,2_same_lang,50,es,es,True,"de, de que

Their. Theya 8.
  al se como del 1 de  (s",2025-03-26T23:33:59.047185
qwen:4b,2_same_lang,100,es,zh,False,（也，但。,2025-03-26T23:35:26.911769
qwen:4b,2_same_lang,0,es,es,True,", donde y de

, con un, que de uní basa, un de
en de

y en el The. de, and al, de, si, de, que, el y, que, como de su, form, que, de, de su de, deja, su de su que de un, y, 3 de en que del de su, con su es 

de,  en",2025-03-26T23:36:15.028852
qwen:4b,2_same_lang,50,es,es,True,"70. 

es que.",2025-03-26T23:36:48.159187
qwen:4b,2_same_lang,100,es,zh,False,"然而，從法律而
的。
在，而",2025-03-26T23:37:38.855406
qwen:4b,2_same_lang,0,es,es,True,", ha de los más que se. Ases y la de la que es. laserv
yas de la, como, y que el, así es o, que. As yas de They es de y los.
la en their de es más de los se as
las que de la se los se de a como que se othersa. se dentro de como se los as que s delos de a la como a la de las.",2025-03-26T23:38:33.669112
qwen:4b,2_same_lang,50,es,en,False,context,2025-03-26T23:38:51.136108
qwen:4b,2_same_lang,100,es,zh,False,"194
02
43
1
105
162
(4
1
1
从UNIX

A
1
4
（)
M
日本
注",2025-03-26T23:40:18.050418
qwen:4b,2_same_lang,0,es,es,True,"o 
la 
sué o, loso, y una
d
esos
el más
gama 
, y 
de 
enrara 
y 
es 
por 
, 
, 

yé 
y 
por 
con su 
(gos 
es de 
y 
en el 
es 
(este 
o 
o 
s 
o y 
, 

que 
o s. 
en
es 
o 
la o .
el y
a 
o 
o 
su 
o 
g
o 
por ese . 
al 
o e 
y 
de 
o , el o
en los conosima 
o 
s 
o 
es 
en 
es 
. ico 
del 
se 
, 
s 
la 
de 
de 
es 
es 
y 
g 
e .
    , su 
ga 
c 
ge 
n 
las 
de 
gi 
el 
su 
sioguaer 
la y con los 
g 
por las
dela 
en al 
el más es el 
la en la 
el 
que 
en un 
su 
neme 
s 
en su 
A los 

el 
n 
el
de 
la 
el . el 
, 

al 
el 
es , donde 
c 
el 
el  
el 
nuestima y al 
en 
en , el 
el 
dibro 
este 
en 
en , en 
en la 
en la 
en 
el 
de 
al 
el 
el 
en 
del . del 
la 
el 
(F y 
es el 
el 

entima 
El 
el . el 
es el 
el 
elé al 
y en la",2025-03-26T23:41:16.796981
qwen:4b,2_same_lang,50,es,es,True,", yú.

de, y

la. 

en; delas (13. The 
as, más delimituda.
The. A",2025-03-26T23:42:39.938924
qwen:4b,2_same_lang,100,es,es,True,"El contexto proporcionado contiene dos textos:

1. ""Design Patterns"" - Este texto trata sobre design patterns, un conjunto de patrones recurring in software engineering that can be used as models for designing software.

2. ""Ethnologue Language Name Index"" - Este texto es el índice de los nombres de idiomas en la base de datos Ethnologue. El objetivo principal del índice es ayudar a los usuarios a encontrar y acceder a los nombres de idiomas en la base de datos Ethnologue.",2025-03-26T23:42:46.970806
qwen:4b,3_at_beggining,0,es,es,True,"es
 2005
A A
A 1000
 39478 A. A
20 A
.
Es.
 1.
A
a
1
A
A169. A A
A A 1
A
A
A A A
A A A A A
A A A A

A
A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A",2025-03-26T23:43:25.067316
qwen:4b,3_at_beggining,50,es,es,True,"</esquema de a
<esquemas. a 
</a",2025-03-26T23:43:47.382664
qwen:4b,3_at_beggining,100,es,zh,False,由，将其中的，在其中，而、它，例如与、,2025-03-26T23:45:00.511271
qwen:4b,3_at_beggining,0,es,en,False,"`` A 1``A
``A",2025-03-26T23:45:25.591670
qwen:4b,3_at_beggining,50,es,zh,False,"的
<多
和
的
一个的
的

为了它的
。

 。
的，的
1
3
的（
6.
 0. 1
0
解析式
0
的
0 ）
 0
0
0
0
0
1

1
0",2025-03-26T23:46:14.268336
qwen:4b,3_at_beggining,100,es,zh,False,"西
20
   西
   2

西
西
西

西   平

西
西?
西

西
2
西
西
西
西
西 ?西 6
西 ? 
>
西 ?
西
  
西
2
后 4

 
西
  
   
北
<31
        8
   
 9 7
   。
北
 23
 1 
   兜
? ？ 2 ？
 ？ 6 ？ ？
 7 ？
 6 7 2  ？
 ？

  6 7
 6 9 ？
 6 2 6 5

西
    纝 69  
   
北
10 3
? 69 8
7
 与 五 1
? 。
晋 5 ？
 8 9 9 53 9 9 4 9 3 9 2 9 9 7 9
 9 3 ？ 5 8 7 6
   6 6 7 9 7 9 7 7  ?
 7 9 1 7  ? ？
 7  ?
 7 9 9 2
3 9 6 9 9 9 9 2
 9 9 9 9 9 8 9 9 9 4 9 9
 9 2 9 9 9 9 9 9 9 9 9 9 9 9  9 2 。
2 9 3 3 5 9 2 3 3 6  6 3 4  3
 7 3 4 4 3 3 4 3 4 3 3 4 6 4 6 3 6 6 6 3 6 6 3 6 6 9 3 6 6 3 6 6 2
 3 3 7 3 3 3 3 4 3 4 3 4 5 3 4 3 6  4 3 6 6 3 3 。
 6 3 3 3 4 4 9 4 4 4 4 4 4 4 4 9 4 4 4 4 4 8 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 7 4 4 4 4 4 13 5 6 4 4 4 4 6 4 4 4 5 4 4 9 4 4 4 4 4 4 4 4 4 4 甲 4 4 4 4 4 4 4 3 与
+ 。
北 4 4  (宋 4 4 4 5，4 闰 4 4 4 4 4 4 4 6 4  北。",2025-03-26T23:47:39.947687
qwen:4b,3_at_beggining,0,es,es,True,"esque
 1.
 36. 
El 0",2025-03-26T23:48:11.535268
qwen:4b,3_at_beggining,50,es,es,True,"se, las, como
h 
las suquí se, estas de a, claus sus los la la que las de las de las esesas se, y una. Se As

 5,as

en las enas las ets de las, las. Se más delos de (que se, seguid es h, los. de su es en que de AOsas es de as.
   como
. 

la.

las, la e a, a que

s
es. de una y en 
yos y de s de las. As es queas f  de unidos que se que de 
por 
es de 
, o su a en 
océn en los. deh de los, como de la se puede en los.

 1as 

de as de las de
o h  
es, es y h

de los de en el de hoteles
de las. de h a los de (s de los de la de los de la. se de sies de las de la.
es de ellos, es. 
es de su de sas, una es que hay es en es de esas de s de esas de es (una, las es de es de es, o de unes
las o las de as
  de los de són de las
de se de sas de de la.
de. 
la o las deas, como.

As delas de losas
es de s de su en elas en, como de su asas de los de los de las, esas yos de que, hay de se que. como por suas de enas de las o (t (hásas de sus,as de a las, la, es,as,as.
    deas de la. izar esas, yas de estos de h (há de otra,de, de. de s de que, pero que, el que: elas (o deas, o de suab son, los (a formos de las de que la como, donde se esos de en el de heros que se las de las por las de losas  y de su y se de su de la, por la de es más de la de, separas as de iones. 
es de la de las de es de los o 
en de las de la; las de la, de forma de 
de la, de los de los de en las de, h, el o bien que de de, donde es que y de que que de los de h (es de de , con su y de los de las de las a, el a y esas, su las y los de sus de en la de unos los. They
 2 de que y esas de as la se es de las que que en que el, el su esas separa. 

la de las yas de los 
las

 en su es de las en la se esas;os de, las.

en o los de las, que de las, como por la.
Ellos se deh
As de la que de es a, esas se de eses as que de los de s de las de a es el las y en las que se de la de las de s de es de la de s de las de su los de que se de es de s en los e los de las esos de los de la es de una de los de los de las o lo as de los, que de los de los esas por las de las se las.

es de las se a las de la de los de las por se de las de as de es.
  de las de las y su de las de las. las de los as de las en yos,os a las de una de la de los de As esos de las de; de, las de las de as de las de por su de e de los de y be de los de se de los de cuando de esta de que, como una de sus de su de de las de una de su de en la. de cada de la de las de unes y delas en sus de los de una de es de las de unos de las.
que su hay la de la.",2025-03-26T23:50:12.128318
qwen:4b,3_at_beggining,100,es,zh,False,"2此
   ",2025-03-26T23:51:34.127340
qwen:4b,3_at_beggining,0,es,es,True,"es, con su del
la 
 1
 20005 48617  
de los de un 20193, y de  
al 2000 y el

 0 de la cual de acuerdo de la

con una

 0nacional de su sistema
esfera del alineando las de las de es de la fecha el a que la",2025-03-26T23:52:03.427968
qwen:4b,3_at_beggining,50,es,es,True,"e al 
es en sus,erín y su estae, 20siles ynd en este
quebseqües
y el 
este año quese más
a quienos del
en el
de esta. illses de los los a los que no al

la",2025-03-26T23:52:43.889909
qwen:4b,3_at_beggining,100,es,zh,False,"， 九  ______.



",2025-03-26T23:54:16.036696
qwen:4b,3_at_beggining,0,es,es,True,"es
es, es. Elí
 740 1 a su es que a los
és al 
 3 o los herá es 

es

 1es alados, eses 
abundense y el 
  es
 63005 
 2000 es 
es 29es 
es es
es es 
es es
es es 
es 
es
 es de su es 
es es es es es es es en es es,  es es
es en  es eses es es. es (no es . Esas es el en , que es es es es es es 
 es 4 es es es 3 es es es de es es 

 es

es es es es es . A y es 
es 
es es 
, 20eses es, es 17, es. las ; es  es e 5 es ; es es en  es . es es 
 icos
 8837 o 
  es a 
  es  es 
 6 es 

 40  es
2000 es 
abes 2000 es 
es 0000

 2 4 que los de las 1 2es.1 de las, que 

 Las, el 3es 
. 

2 

 2 4 en la . las, donde que 2 946 2 su es , y se . 2 10032 . Sees . 80 que 10 
7. 
, 25 y a su . 2. 

1 de los . Es
  o 4. 500100 de 
por  en 600 .  y en 
es del 2 3 . 150 .",2025-03-26T23:55:12.619631
qwen:4b,3_at_beggining,50,es,es,True,"; de la se

el
s
`` al de (com
s
3 de lasomb",2025-03-26T23:55:48.501927
qwen:4b,3_at_beggining,100,es,zh,False,"计算机。
它们，尽管。",2025-03-26T23:56:34.665823
qwen:4b,3_at_beggining,0,es,es,True,"en su (sola de las.las men, a}, o su se a s de sí de los

en las un de una, o de las quees o como s de una, por las de en el de las o que o su o y de las del su o de las, conos, las y su de las o de este o de, las o o, es una o su o en o y a los o sus o their o cón o, o de o de la o, los o o o y o o los o. The o las de theiro o que o o o o o las o de o las o o (los o las o de o o de o o o o bien o de o o o o o. en o con o o o o las o su el o las o a o  o c o es, o o los o o  o más, o esos o, y o (o de las o (los o su o solo o s o, donde, o la que o, con o o su  con o. o, dentro o sí o o o o o o, también o, su o en o más, o en las o, como theymó p los o es, su a o, o de o.

es o se o o o o. La o, o de loso o más o o o o de las o yos o las o la o , un o, 5 o que de . Theiro o , o, las, o o las o their o las o . o de . o en los o , su o o o  o también o los p o s o o que o de o o de o, s o o o los o o o su o o o o o . o o, o o o o o o o o o o o o las o o o a tr o o es o o o o o o o su o o o o o o que o o o de o o o o o, o o con o o que o  o o o.

es . o o en o de o a, de o esoma o o o a la o, se o o, loso o o de una o form las o que o o o o o o o en, su o , o o de o o , una o s o 5o, su o o p a o o su o,  o  o 6, 0 o de  o o de o de  o  o , 4 o de  o  o  o que o 5 o o es o  o o de  de o  o  o o  en s de o  como o bien o o de o o la o  o de o o 30 o  o  o 5 p o  o  o  o  o a la o los o o, los o  a  o  o o de en  o  se las  o  y  o de  o su más, o o o.  de se o  que.  y o  o  o, de las o ibr o  o s o o una o o o . de o de con o la de un o en su o, p a o (por, que por o.

o su constit 5 o de su o c omb  loso de la o la o comp 5o de un  de o de una o de o  o 1 o en 6 o el,  de las o se o de y o y que de 3 o o o o a o  de su o o (oc en o en su o de o de o de o, con su o es o.
o de formo o o la o o o o o a son o o si o o o o, o su o de o  o  o de s e  o al o de que o.  o o f o del o el o de 3 o de f o de a f o o o o y o o o  de o o, o, o, o.  o 5 en una o los o 1 o  o o de la o 4 de de c o o  o de de, 6  o de o  o o que formo o  de o de es por, o de forma de  y 0 o  o  o  o  o  o  o  o 2 o bien, el  o  o 3 con 9 o  o  o  o 5  o  en  o 2  o  o, 0 o (de 2, como 4 yo o en  o 5 o de las que se o  o de ellas. 7 o ı form 1 a yss o en  o de su del 2 o y las o  de las o los 3 o 3 o  o los  o de o, la o  o de las o al o de  o o o) su o  de que o, donde de se con  que 4 es o (por forma o de los o de o  o  por 2 y o en 1. el 3 o de 5 o sí de suo o 1 de un s o  con  theiros en  y de los del.

en que 1 o 5 o, como  de  de 6, la), por  de  o 1 de  de o 5 de 4 o que es o  o 12  de que 3 o más 7 y  o 2 en de  a 8 o 5 o 9  o 5 3 de  o.
en las o 5o 2 o 5  y o o 3 y que de sí de  o, el o que es o que de 1 o)

s al mismo).

es o o 2o o. 2, o 40 o.

en las o.",2025-03-26T23:59:00.645725
qwen:4b,3_at_beggining,50,es,es,True,"de su el en (o las, el, y con
las. A. A) al. de un 
que.
A de 
el
de
en el 

al 
es 
en 
A más a los 
ay

un (a por del; icos, en 
por su 
s. Apar
ad es de a los de a las, a
las de los es que el. en este y, basales, en; sus de a, en su, que, que.
aciones v.",2025-03-26T23:59:35.906330
qwen:4b,3_at_beggining,100,es,zh,False,"中华人民的。在《1《以另三从3120。
 从A
中国。 A.三。A。A

A. A但以
A，

 A A",2025-03-27T00:01:19.818647
qwen:4b,3_at_beggining,0,es,es,True,¿,2025-03-27T00:01:41.251159
qwen:4b,3_at_beggining,50,es,es,True,El contexto contiene 20 textos. La idea principal de cada texto varía dependiendo del contenido y de las intenciones de los autores.,2025-03-27T00:01:54.373095
qwen:4b,3_at_beggining,100,es,zh,False,9。,2025-03-27T00:02:52.729599
qwen:4b,3_at_beggining,0,es,es,True,"delar de
á, las del

es y su 20  
de un
de al (escri 
al (quasen
The ala
que
a
, que ́
es 
e de una, ̘
esthe, de la de 1, ico
es de se y en el 
por 1 2. 2, 5 de 
de las de 2018 al
escriuda, 29 del que 7 de 2 de ese 00 20 de es su 3 1 de la autó 9 de 2 de 2 de, 1 del 2 de  de 200 et al 2 de la en 201, 2, en su 2 hasta a 
de 28 de que 6, que se de 23 de al más en 2018 de
en 3 2, que a 4 1, 2, el , y se, en el en , el , 2 2, 202 1 .",2025-03-27T00:03:55.882369
qwen:4b,3_at_beggining,50,es,zh,False,"80 9月
 1
19 。
 仅200300年
 20年
 1964 会
20
80 9 8 
5 64 0 9 9 10
6
19

704

8 9
2
 8
 由 8
 8 7 8 49  8 8 9 46 8 5 9。 80 以及 9 8 专业。 8 9
得69 9

4 901
25 7 
 。
（

 20 6 2 5 3
7 8 2

[ 9 8
 1
的 6 3 00 
000 
1 6000 0
3 4 。
0 9 。
5 8 3 30 0 5 由 5 7 9 9 3 2 10 9 9 9 1 5
6 10 8 6 4 60 8 6 3 99 8 80 99 9 9 9 9 9 9 9 8 9 9月 9 8

 8 9 
 9 9
6 9 
9 9 9 9 9 9 5 9 9 9 9 与 5 9 3 9 9 6 9 9 9 9 1 9 7 9 9 3 6 9 9. 9 。
6 位。 9 9. 8
6 0 9 6 8 7 9 6 4 5 6 9 8 6 6 6 6 9 9 6 6 2 9 9  9 1
 9 9 3 10 1 9 10 1 10 10 1 10 10 10 1 10 1 1 1 1 1 2 1 1 1 1 2 1 1 1 12 1 6 10 1 1 1 10
 1 10 1.10 10 1 10 10 1 10 10 10 1 1 1 1 1 10 1 2 1 1 1 7 1 6 14 1 1 6 1 1 1 1 1 1 1 1
300 1 1
 1 9 1 1 9 1
0 10
0 1 1 5
 8 7 2 1 0
 1 1
 6 6
 4 6  与 1 6
   硐 10",2025-03-27T00:05:39.951526
qwen:4b,3_at_beggining,100,es,zh,False,20，而受到。在非12。,2025-03-27T00:06:42.923024
qwen:4b,3_at_beggining,0,es,es,True,"esque almas

en México, alos

es del mismo, sucria, donde se 1. 15

Theur o de 6. Auy. E, el 6
es. Se, 2, en 43, donde y que y, lo más, este, el, de los uest ico; e, de la 6 y 1. 0 3 7 (o 3, o la",2025-03-27T00:07:16.363691
qwen:4b,3_at_beggining,50,es,zh,False,，其中,2025-03-27T00:07:52.285026
qwen:4b,3_at_beggining,100,es,zh,False,"和

国家名称：国家名",2025-03-27T00:08:09.850725
